sentence,polarity
マスク美人,irony
「ランドセルを持っていれば満足なんだろ？」,irony
境界戦記の主役ロボ、工業ロボット的な合理的な関節構造をヒロイックなメカに落とし込むのは上手くいってるけど、引っ掛ける所や登るところが無かったりと、人間が乗ったり整備したりするメカだという説得力が全く無いデザインな所為で、その合理的関節がむしろ浮いてしまっている,irony
YouTubeは、“めちゃくちゃ褒め称える,irony
"個人的に好きなはやぶさの話は探索ロボのミネルバの話
イトカワはラッコみたいな形と例えられるのだけど故に落下が難しく、ミネルバも投下失敗
「世界最小の小惑星人工衛星」になってしまった",irony
"#マイファミリー
ラストのカットバック演出が切なすぎる。
鳴沢家の出産シーンと、藤堂の留置所での面会シーン

藤堂の家族は壊れたが、その藤堂が誘拐を仕掛けた鳴沢と三輪は家族を取り戻している",irony
世界のトヨタの豊田市で起きてる,irony
貴方がたも、風評被害と相当因果関係がないような言説や、ファクトを報道しているだけのメディアを「風評加害者」扱いしているではないか。「御用」,irony
デップーは「ポリコレノルマをこなした上で、ほーらこなしましたよ〜文句ないよね？,irony
中止になった放送の記事で稼ぐ,irony
「今まで自民支持だったけど、インボイス徴税制度で今回は自民には入れたくないけど野党ガー赤松さんどうして反対しないの？」で苦しんでる連中見てるとバカなんだなあって思う最もインボイスに反対してるのが日本共産党,irony
"今日のログボ
朗希と牧の一昨日の歴史的対戦の
両方当たる",irony
"土日は伊勢志摩旅行
パールロードはバイクでよく走るけど初めて車で走ったー
VISONとかいうオシャンで意識高そうなとこ寄って窒息しそうになった
来る人達みんなオシャンな人達だけどあんな激混みなとこ来るなんて全然スマートじゃないって思うと意識高い",irony
電話が電線でつがなれた時代の方が人間がより自由であった,irony
すぐ色が変わる(定見がない、姿勢が定まらない),irony
"推し、主人に先立たれる、主人に忘れられる、世界を破壊されることを経験してもなお存在し続けるの、切なくてしょうがない。でもそれによって彼が存在する理由が｢大切な人と共にいること｣転じて｢人間を守ること｣になる…
愛が大きくなることによって彼は存在し続けられるのかな…
",irony
Zip a Dee Doo Dahがサッチモの名盤である,irony
"【曽野綾子】

優しさもまた、要求したら得られないものの典型である。あの人に愛してほしい…という求愛の感情といっしょで、「私を愛してください」と要求したら、まず相手はうんざりして逃げ出す。

世の中には、追い求めたら逃げていき、求めない時だけ与えられる",irony
セックスレスのおかげで縄痕バレる可能性少ない,irony
空気汚れてるからやってる,irony
"食べないと大きくなれないよ？

結構ですもう最低限成長したので

その身長で？その胸で？中途半端な成長ね？

余計なお世話！胸は盛れるし、身長は標準ですので貴方よりマシですよ

このくそ生意気なガキめ……ぐぬぬ…

悪いけど自分の体型で悩むところ無いので〜……（嫌味）

",irony
"アンデラ、正直な話ニコ編に入ってから期待値を超えられてない気がする。今週巻末だし。

確かに、不眠なのに死んじゃったじゃん",irony
被害担当の最前線部隊を減っても困らない異民族や非正規軍に充てるとか、チンギス・ハーン時代のモンゴル軍みたいなことをしてるんだな。「タタールのくびき」に繋がれていたロシアがこれをやるとは何,irony
「コロナに罹らないためなら死んでもいいみたいだ」,irony
神永くんの瞬間が冒頭のみだし、ひたすら人間らしい生活パートをカットして謎めいた印象の神永マンが、食事したり、団地に囲まれた公園で話したりと一番人間らしい瞬間描かれてるのがメフィラスと共にある時,irony
食べたのだが、チキンカツが邪魔,irony
"「新兵や動員された予備軍」
新兵とは、極東など貧困地域からの徴集兵を正規の軍人として前線に送り込むいつもの手でしょう。
動員された予備軍については、50代以上の戦死はロシア政府の(年金？)出費削減",irony
社会構築論から生まれたトランスジェンダリズム。性ホルモンの投与でメンタルの変化が生じることをそのトランスジェンダリズムの支持者が身をもって証明する,irony
"え、これって本気で言ってるやつだったの！？私はてっきり
「国が保証してくれるんだろうか？(否、するわけがないしできるわけがない。投資とは完全自己責任でリスクがあるものだから、国が無責任な立場で投資で所得を増やせなどと言うのは論外。)」",irony
"闇も光もどちらも素敵だ。生にも死にも、尊さがあることと重なる。そう捉えにくいのは、刷り込まれた価値観の影響が大きいからだろう。自分を大事にする、とはどういうことかわからず苦しんでいる現代人。更にはその苦しみを荒稼ぎに利用しているという""闇""さえも、ときに""光""と表現してしまう",irony
"自分を振った人間に幸せになってねっていうのは
俺と一緒に",irony
でも誘拐がなければ温人と未知留も三輪と元奥さんも仲直りというか今の関係に戻れなかっただろう,irony
仕事のストレスハンパないから4年半でここまで退行してるが、今の仕事ほど楽なものもない,irony
最初は小春ちゃんがお父さんお母さんの関係改善のためにと提案した狂言誘拐、(吉乃のせいで)東堂夫婦では失敗したが、それを模倣した東堂の友香ちゃん柚希ちゃん誘拐で結果的には鳴沢家と三輪家の家族仲は改善した,irony
今年TLで度々目にする『大日本人』を見てみた。出てくる獣(じゅう)がどれも気持ち悪い。妙に生物的だし。その生き物としての感触を掴んだあとに「実写」でボコボコにされてるの可愛そうなんだよな。あれがアメリカの正義なんだ,irony
雨（モーム・英）短編史上最高傑作ともされるこの作品は人間の矛盾を取り扱った作品である。「一人の人間のこれ程の矛盾には驚かれずにはいられない」,irony
なるさわ家が可愛かったので救われた😂多部ちゃんの出産シーン可愛すぎな〜最後ただの幸せ家族だった。でも誘拐がないと再構築できなかったなんて,irony
最近1番私が本音で話せる(ちょっとえんりょもするけど)子が中学も高校も違う,irony
"もるどん杯お疲れ様でした！
今日のCV森川枠は連載再開を祝してベルセルクからグリフィス！ 剣風伝奇版！ 鷹の団の紋章はジッパーと翼とポケット！

…そして、新作アニメ版グリフィスのがシルエット近い",irony
利敵行為をする味方のおかげでアーカイブが進む,irony
谷保さん特集で、サブローコールに焦点当てても、肝心のサブローはなぜか今、イーグルス関係者,irony
主題歌の出だしにあるように、かけ違えたボタンを誤魔化し続けていった結果、大勢が苦しむことになってしまった…最初の時点で間違わなければとも思うけど、それが無ければ鳴沢家の第2子も無かった,irony
東堂かわいそうってのもわかるけど、心春ちゃんや奥さんを不安にさせてしまった東堂が元凶ではあるのは否定できないよな。。そして同じように家族を不安にさせて崩壊しかかっていた温人と三輪は心春ちゃんが望んでいた家族再生した,irony
家族関係を修復するために計画された狂言誘拐。それが利用され、その後さらに模倣されたことによって結果的に2つの家族を修復することになった,irony
家族を裏切った一瞬の過ちも、家族を大切に想う気持ちも、巡り巡って家族を壊して巻き込んでしまう,irony
不倫からファミリーが壊れたけど、それをキッカケに修復されたファミリーもある,irony
何度シックスに裏切られても彼女を助けるモノの根幹が、愛や友情ではなく「苦しめられようが傷付けられようが、1人になるよりマシ」というかなり自己中で冷淡な理由だったらそれはそれで滾るし、その傲慢さがシンマンになるまでの延々とした時間を独りぼっちで過ごすハメになった元凶…,irony
ノリさんは怒鳴らない理論派やから余計に最悪,irony
"#マイファミリー

こはるちゃんの求めていたラストが別の家族で叶えられる",irony
自分の家族は再生させられず、他の家族は再生した,irony
不祥事を起こすのは神奈川県警,irony
"多分、今回あえて父の仇討ち（私怨）より「坂東武者の不遇をただす謀反」を前面に出したのは、亡き兄上・北条三郎宗時の遺志を重ねたかったんじゃないかとも思う
三郎は坂東武者のために頼朝を推し上げようとし、それを義時が継いで一応成し遂げたけれど、今度は正反対の動きを呼んでしまう",irony
事業拡大していく一方で、主要メンバーが去っていくわけだからなあ… リチャードの懐が潤う💵のと引き換えに番組がつまらなくなる,irony
HONDAはまたしても撤退した翌年に置き土産が連戦連勝,irony
1話から三輪だけが正しい答えを言っていた,irony
ちょっと待てよ、もし三谷氏が双騎曽我観てたとしたらさあ、源氏族滅の種を蒔いた曽我兄弟を源氏の刀が演る,irony
アダルトチルドレンは感情を殺して何も感じない振りをして生きてきた人が多いと思いますが、それでいて意識しなくても場の空気はしっかり感じ取ってしまうというのは,irony
"だって所詮は見上げる立場の…マゾ／マゾチョッパリですからねぇ❤︎❤︎

芽生えた【それ】を抑制・制御なんてできるわけがありませんからねぇ♡♡
その理由を一番知っているのが【自分自身】",irony
家臣の子どもの方が出来がいい,irony
鎌倉の混乱が回避されて、鎌倉殿の命運尽きかけたが、蒲殿の運が尽きて、北条の運が開ける兆しという回。曽我兄弟の運は尽きたが、後世までその功が語り継がれる,irony
今年41回目のサッカー観戦、今日は #味スタ で #ヴェルディvs岩手 を観ました。声出応援検証試合として行われた本試合。2点を先制したヴェルディでしたが、終盤ミスから失点し追い付かれて引分。最後は勝てないヴェルディへのブーイングで終る,irony
"『仇討ち』の描き方としてはこれすごく好きだな…
美談に『された』物語",irony
謀反が鎌倉殿の権力基盤強化に利用された,irony
最初から頼朝狙いだったけどたまたま入れ替わってた本当の親の敵を討つ,irony
ちなみにメイウェザーvsマグレガーの試合は、奇しくも過去のメイウェザー の試合の中でカネロの次にパンチを被弾したのがマグレガー,irony
「いいね100回押しました！」って偶数回押したらいいねになってねえじゃん,irony
アイドル売りが配信環境の自由度を下げている,irony
愛を伝えるつもりで推しの雑誌の切り抜きとかをあげてるがそれが結局推しに迷惑をかけている,irony
"FWM座席。初日第3バルコニー➡️昨日マチネ第2バルコニー後方➡️ソワレ第一バルコニー中ほど➡️今日マチネ第2バルコニー…また下がったように見えて2列目ドセン➡️千秋楽アリーナ。
面白いぐらい日々出世した😆でもね、アリーナが一番見えにくかった",irony
"【ソテル制作小話②】
ここのザックス、表情だけで12時間かかってますｗこっから眉毛の角度をさらに変えたり、神経質に調整しすぎてさすがにもう諦めた。1分で描いたネームの方がいいカオしてる",irony
温度とタイミングと台詞にもあったけど、まさにそれが全くもって合わないものだった,irony
俺も村正だというならば、アナタはこれを受け取らなければならないのデスよ的な。何,irony
"#今週のベスト3 
1 #WitchWatch この漫画は「やらかし回」が似合うと思う。
2 #僕とロボコ 単なるコスプレ回ではないしナッパをあえてコスプレしないのは草。
3 #守れしゅごまる　最終回綺麗だったから。だから遊戯王に頼らなくてもなぁ…",irony
"最初に記事にしたのが
報知",irony
"ルマン24時間は残り６時間余り。
GT　PROクラスでフェラーリと優勝を争っていたシボレーが他車に接触されクラッシュ！
しかも接触した車が他クラスのフェラーリ",irony
2年前に解き放っていればお前のもとに帰ってたかもな,irony
積極財政派・反緊縮派がペテン師に利用されて新自由主義を蔓延させている,irony
"席外してる間にコルベットが…
LMP2のAFコルセに当てられて戦線離脱…
しかもGTEプロのトップに躍り出たのもAFコルセ",irony
"気候変動の影響？3,400年前の都市遺跡がチグリス川で見つかる。新たな遺跡の発見は気候変動とそれに伴う水不足が原因で見つかる",irony
物価が上がると消費税もあがる,irony
こんな無様な読売もヤクルトいなけりゃ首位,irony
"ファのファンタジーが遊園地なのは自分が幸せになりたい気持ちがそもそもの根底にあるからなのかな、遊園地＝楽しいもの幸せの象徴っていうイメージが彼の中にはあって
でも彼はその遊園地ではあくまで“人を楽しませる側”にしかなれないほんとうにもとめてる“自分の幸せ“は得られない、",irony
もう自分の正義に振り切ったことでホーリーライブのシステム上スペックが爆上がりする,irony
"コルベット、4年前に勝利を逃した時はポルシェにプッシュされてタイヤを使い潰したんだよね。
今年はそのポルシェがタイヤを使い潰す",irony
そのために、逆に裏側に隠れていた紫陽花がものすごく育ってしまい、今度はクチナシに日が当たらず育たない,irony
でもこれを買い漁れるのは大人…,irony
"墓守ってことは、もう全て終わった話なんですよ ただそこに、立っていればそこでいい 墓を荒らすものが居ないように、眠るものが静かに眠っていられるようにそこにいるんですよ だから祈りなんてものは無いんです
なのに祈りの楽器を吹く",irony
凱旋登板が敗戦処理,irony
"でもどこが悪かったって言語化できるだけまだマシな映画だと思う

((Σ&gt;・◇・)&gt;テンポが悪くてシーン毎がいまいち繋がり悪くて演出がサイテー

バズるフレーズとかはあるからゆっ◯り映画解説とかでかいつまんで見とけばいいです",irony
そういうオタクに限って、オタク趣味の一般化を周りを見返してやったと言わんばかりに誇示するけど、実は一般化が進むほどそういう風に我が物顔でいられる居場所が狭まっていく,irony
造語だと文句が出るので,irony
"なかなか会えない彼氏に対して「どうしたらもっと会えるか？」をうじうじ悩む女よりも "" やる気のない彼をキープ扱いにして、別のイイ男を探し始める女 ""の方が、結果的になかなか会えない彼氏からも愛される。",irony
というか攻殻機動隊のアニメは押井イズム全開の別物なので、原作を認識しなかったのでは…,irony
"#本名にかすってもないのについたあだ名
なんかあったかなぁ
あ、
嬢とかお嬢とか(父親から(わがままなお嬢様",irony
うちのラボの抄読会で大脳皮質の話しかしない論文とか読むと“この人たちは大脳生理学者だね〜”,irony
毛むくじゃらの変な生き物の祖先が後々地球上を支配する,irony
"日頃戦争だ平和だと
叫んでた人たちが
侵略国の味方を持つ",irony
虹ヶ咲は1stから4thまでライブ行ってたけど人気が最高に上がってきたと同時に落選してしまう,irony
"何をどう捻じ曲げて言い訳し正当化しようとも、事実として国境を超えて攻撃を開始したのは紛れもなくロシア…
さらにそれ以前から諜報員や軍人を民間人に偽装し反政府を煽りクリミアを侵略奪取し、ウクライナ東部の領土化をも目論むのもロシア…
文明の進化の名の下に
退化が進むのが人類",irony
丁寧に改まって説明してる人よりタメ口な感じで説明してる人の方がよっぽど分かりやすい,irony
「居心地の良いカフェ」で過ごすゆったりした時間も今のご時世マスクで台無しなので結局自宅で過ごすのが一番居心地が良い,irony
健康気にしすぎて逆に不健康,irony
絶対にコレはおとり広告にはならないと思うのだが、バンダイスピリッツの予約段階で完売状態のガンダム合金トイとか、一部プラモについての発売中！というのもおとり広告にならないのか、,irony
東京国博で琉球を見てきた。1492年に誕生した琉球王国について様々な角度から学べる。宝物は戦争などによって多くが失われたという悲しい歴史。戦争前に日本に移されて国宝となっているものが見られる,irony
DXがアクションポーズ重視のトイになった結果、ミニプラがレッドが2分割されてるだけで他のメンバーはひと箱で完成でオプションパーツオンリーの箱もなし、差し替えオプションの類も最小限でDXからのアレンジも少ないという数年前までの戦隊ミニプラの構成にもどった,irony
紙だけが一番持つ,irony
「学校でラテン語習わなかったの？」,irony
サンジャポにCM打ってるスシローだけど、番組トップニュースがスシロー広告問題,irony
最強にありえないくだらない番組をあててくる,irony
分散投資とかリスク回避とかいうけど個別株でもよっぽど銘柄選び間違えなければ、倒産よりも投資家本人の命の方が終わる可能性が高い,irony
中止した天心vs武尊こそ、ありえない最強映像である,irony
図らずもサンズの必殺技と同じ状態で終わる,irony
『アイアン・スカイ』鑑賞中だけど、レイシズムを丸出しにしたトランプが失脚し、その後にプーチンがナチスの正統な後継者ムーブをかましまくっている現在、この映画（2013年公開・時代設定は2018年）の現代🇺🇸がナチスドイツと酷似している,irony
会話がキャッチボールのようでその実はドッチボールになっている,irony
総本山とも言えるテレ朝がこの内容を放送する,irony
これでホーリー,irony
悪魔の親玉の遣いが白い翼の天使,irony
景気が”回復しても困る日銀”、,irony
ガメラ、新ハナビ、パチンコユニコーン、パチンコエヴァと昨日は乱れ打ちましたが、1番お金遣わされたのが新ハナビ,irony
フォロワーを抱えたインフルエンサーと呼ばれる人が、実は逆に大衆からインフルエルスされている,irony
資本主義の発展による経済成長の結果豊かになり余裕が出来て価値観もリベラル化し、その結果少子化人口減少が促進され、資本主義の前提が崩れていく,irony
これ結局ジェンドルがやってた行為と同じ,irony
茅野さん、敵の時は１話からのレギュラーだったのに、改心したら出番が無くなってしまうなんて…,irony
隠すとよりエロい,irony
"全日本ランク 6月
5 5 #平野美宇 45 44 455(455)
6月のContender Zagreb大会に出場
Feeder Otocec大会にはWSと #篠塚大登 とのペアで久しぶりのXD
ランクが21位以下になったので大会に多く出場できる",irony
"水道橋博士、れいわから出るの本当に分相応って感じだな
自分と主張の合わない人を政治かぶれと言ってるけど、一連のツイート見てるとその自分が一番政治かぶれ",irony
年齢の問題だろうか？「道徳」教科が導入されたのに何,irony
反体制を標ぼうして警官隊に石を投げてた全共闘、その最前線にいた機動隊員というのは大学に行くことができず早々と警察に就職せざるを得なかった若者（多くは貧困家庭の出）だった,irony
「ならず者」の語感最高すぎるし「地元の音楽家コンサートしてる。誰もいらないコンサート」,irony
"家族全員逮捕立憲起訴されて刑務所・少年院で三食昼休憩あり20時には就寝できる
シャバにいたときより健康で文化的な最低限度の生活ができるようになった",irony
ここまで苦しめられてる書き物(レポート)の先に待ってるのもまた書き物(小説),irony
"「マヤとネイティブ・アメリカンは向こうの大陸で戦争してて、
お互いに海流を渡ってきて、日本列島が激突して、
倭国大乱で再び激突する",irony
わたしは真顔の方が綺麗,irony
家の給湯器壊れて追い炊きできなくて、今は仮眠室のシャワーの方が優秀,irony
豊かでみんな自由に生きる国になったら、人類の生存基盤たる「子育て」が最も敬遠され、未婚＆少子＆高齢化で亡国まっしぐらなんてさあ、,irony
"ヤクルト強すぎ！
けど、なんか盛り上がらないセ界。
スポーツビジネスだとしたら、
ヤクルトファンはもっと球場を埋めて
スポーツビジネスに貢献して欲しい。
巨人か阪神の場合はそれが出来るので、セ界はその方が経済的に嬉しい",irony
担任は休めない,irony
"ボクシングをやったりして、いじめっ子を張り倒さないと収まらないんですよね。
いじめる側に回らないと解決しない",irony
それって何かの役に立つのかい,irony
csgoのスキンのためにアプリ頑張ってるけどCSGOをやる気にならない,irony
三木谷さんが外国人枠増加に貢献したと認識してるけど、それを有効活用してないのは、何,irony
"「悪魔の植物人間」(1973)
イカした教授が植物人間を造るゲテモノ映画。
面白かった‼︎短い割に人間の闇詰まってた。

植物人間の造形が良い、出番は少なかったけどポテンシャルは感じた。リメイクして欲しい。

あと全体的にフリークス要素が強い‼︎
野心ある人程死んでしまう",irony
そして、反ホームランダー派につこうとしたスーパーソニックくん死亡。死の瞬間すら描かれず可愛そう。たしかに軽薄な人間ではあったけど、善良だったよな。スターライトにも善意から協力を申し出てくれたわけだし。それがこの結果になってしまう,irony
"#鎌倉殿の13人
天に導かれ生かされ続けた男の最期が、神仏に縋るのをやめた途端に天に見放される",irony
原罪って自由からの逃走ではファシズムの支配の特徴として書かれてるから、彼らに近いのって実は自分達が最も嫌いなもの,irony
『鎌倉殿の13人』25話。基本的に1話で1日を描いた『新選組！』を想起させるような「源頼朝最期の1日」（厳密には、この日に死ぬわけじゃないけど）。勝手に死亡フラグを日常のあちこちから発見して被害妄想的に怯えていた頼朝が、そこから吹っ切れた途端に人生の終わりを迎える,irony
"【古賀ちかげ 比例代表候補】
ご自身も長い #臨時採用 経験の中でご苦労された。現場で必要とされる臨時の教員ほど #教員採用試験 の勉強の時間が取れない",irony
"アンケートへの手順で、渡された紙にはID→パスワードと書かれているのに、本当はパスワード→IDだった。これのせいでどれだけ慌てたか。
そしてパスワードはbelieve",irony
"確かに義時と政子がいれば鎌倉は磐石だけど...
",irony
"プラザ合意以降の円高で日本企業は海外移転して、韓国、台湾から中国、ASEANと安い人件費を求めて移動した。インドくらいで輸送コストが合わなくなるんじゃなかろうかと思ってた。

そして、最後はなんにもなくなった後の日本に安い労働力があふれてる",irony
グレーテルの作る餅は下手、,irony
りく殿。男ふたりに「器が小さい」,irony
年齢は関係ないとか歳を重ねて自由になったと言っている自分が1番年齢を意識してしまっている,irony
constitutionを「国体」と訳せてしまう,irony
"#鎌倉殿の13人
この後北条が乗っ取る",irony
アラバスターは虐げられてきたとはいえ、その行いはロックと変わらない,irony
変則日程が功を奏した,irony
ロイドがドノバンに「大切なのはそれでも歩み寄る努力です」と話してるとこロイダミ好きな私にとっては「子供放ったらかしにしてなにしてるんだ。お前を尊敬しているこの子の想いや努力を何も知らないだろう。本物の家族なのに」,irony
おそ松：スカートを短くしたり胸元開けたりして寒いとか言ってる女子高生よりも、もこもこになるまで着込んで必死でセーター伸ばして手を隠して寒さに耐えてるチョロ松の方がよっぽど女子力が高い,irony
"(3/4)
マイケル「聖杯がそこにあるからさ！」

しかも版権買うと曲の所有者になるし大金も入るよ！と何気なくアドバイスしちゃったのはポール自身",irony
秋田犬の返礼に知事に贈った猫の名前が「平和」,irony
冷戦時代にソ連の西側との共存を批判していた中朝が最近はコロナとの共存（ウィズコロナ）を拒否してゼロコロナを徹底的にやったら色々と裏目に出る,irony
"本日ヒワマキ杯での使用デッキはアローラナッシーVでした。
2勝2敗と自分の中ではなかなか良きな結果となりましたが、アローラナッシーVで勝てた試合はなく、おさるさんとうしさんが優秀すぎる",irony
自分が散々嫌ってきた「生の感情を剥き出しにして戦う者」が他でもない自分だった,irony
追いついた後はヤマヤス以外勝ちパが残ってない,irony
人生を豊かに生きるための人文学のはずだった。なのに、一番不幸を招くのが人文学だった、,irony
ユガ・クシェートラをジュナオで攻略する,irony
"NTHからCRとZETAにメンバー引き抜かれて
新星NTHがCRとZETAをぼこす",irony
"クランベリー''の''トラップということなのかな
収穫されるはずのクランベリーに囲まれ収穫される人間",irony
新城が勝てば勝つほど世界の遠さが鮮明になる,irony
タイトルホルダー。強いですねー。ドゥラメンテの後継確定でしょう。ノーザンから出ない,irony
なにげに馬単が6-10の“武藤”になっていて過去の自分の買い方なら実は勝っていた,irony
アメリカ連邦最高裁の中絶の権利を認めない判決を聞き、思い出すのは映画『グロリアス　世界を動かした女たち』。劇中で使われた「男性が妊娠できれば中絶は神聖な行為になる」,irony
そういえば、田舎の人が毎日同じように勤勉に一日を生きることに必死に生活していて、そして、選挙があるから投票するって流れがあるんだけど、どっちもそれなりに良いこと言ってるけれど、田舎にはその恩恵は無くて、いつもと変わらない日々が続く,irony
Roe v. Wadeについて色々と聞いて欲しいのに(割ときちんと解説出来る)、皆が興味を示すのは小室夫妻ネタ,irony
前半だけでいいからサンズさんに打ってもらったほうが良かった,irony
五条ガチャと十六夜マンガチャ、テーブル的には同じ,irony
となると、自分の意思で自分の体を守れない女性の気持ちわかるかな？,irony
『世界で唯一成功した社会主義国家』,irony
契約してる月極め駐車場を管理してる建設会社のおばちゃん、「トラブルの原因になるから絶対停め間違えしないように。したら即退去ですからね。」とか言いながら、おばちゃんが僕に割り当てた駐車場が既に別の契約者のいるエリアで、おばちゃんがトラブル作っている,irony
散々批判しといてヤマハよりアイスタの方がアクセス悪い,irony
休日に仕事してるおかげで暑くない,irony
でも🌸ｸﾞは🌸ﾕのせいとは一ミリも思ってないし、全く自分のせいだと思ってない🌸ｿに流れ弾飛ばしてる,irony
アイコンほどイケメンじゃない,irony
"ほんとこれ。
こういうやり方を批判している日本共産党のほうが余程まっとうな資本主義の守り手ですよって話。
日本の資本主義を破壊してるのが自民党",irony
若者がこれ見てダサいってのは表面的で、おっさん世代から見た若者のダサさの表現,irony
"経済制裁によりロシア経済はめためたになるかな、と予想していたけど、資源輸出国であるロシア経済は意外に粘り強い。

欧米各国のインフレを見ていると、追い詰められているのは実は民主国家連合の方",irony
優秀で、頭がよく、成功した若者ほど老害となる,irony
"ノルウェー首都のゲイバー周辺で銃乱射、２人死亡…テロ事件として捜査（読売）

逮捕されたのはイラン系ノルウェー人。同性愛者を憎悪した犯罪と思われる。多様性を受け入れた社会が多様性を否定する人物によって破壊される",irony
若い女性の意識はどんどん変わってると思うから、意地悪姑付きミソ男が結婚できるかは謎だけど。収入と顔次第か。娘が「ブス」なら息子も「ブス」の確率は高いが（この母親は息子が実際どんな顔であろうとイケメンに見えてるだろう,irony
"今週の行政ネタで満塁ホームラン級だったが、市としては委託業者のお粗末泥酔の被害者ともいえ激おこだろう。IT分野は行政の内製に限界があり、委託せざるを得ないのが悩ましい。ただ、記者会見のやらかしまでは想定外
委託業者は有名SIer、今春社名変更していたことが周知される",irony
"「敵」をやっつけるのが戦争ですが、壊れるのは自然であり、失われるのは生活であり、死ぬのは人間です　ー　「すべてきみに宛てた手紙」

がん死亡のリスクが放射線線量とともに増えるけど、がん治療で放射線を使うとは何",irony
なんという悲劇！,irony
"#仮面ライダーリバイス
居場所を失った者の言葉、何",irony
モンハン4の「旅立ちの風」っていうのがハンターの背中を押すのと同時に狂竜ウイルスを運んでくる,irony
中国製のドローンが、ロシア軍の位置座標を得る,irony
男なんかキン肉マンで笑うんだから簡単だよな,irony
自分の失敗を隠すことによってナクスが動きやすくなる,irony
オタクの「キャラは変わらないでいてほしい」という願望をあざ笑うかのような展開をして、その登場人物が変わらないことを貴ばれる「宝石」,irony
"フジロックの動画CMが炎上してる件、まず単純に動画として作りが雑なのだが、そういうことを脇においても、実に興味深い。

それはターゲット消費者が現実に感じているインサイトを突きすぎると、それは消費者を馬鹿にしてるように見えてしまう、",irony
昨日の街頭演説5連戦で気になったのは共産党。共産党の街頭演説は独自に警備スタッフを動員し、警察が手配されることは少なかった。昨日は明らかに私服・制服の警察が多く配置されていた。共産党を潰す！という過激アンチが増えると、逆に警察機構が守らざるを得ない,irony
節電アプリを使うのに、電気を使う,irony
"香山リカは立教の教員から(数年前)
「頑張ってください。応援してます」と言われたというが
「医師免許のある人は食うに困らないから好きなことができていいなぁ」
",irony
ビジ保守の大好きなアベ政権の方が中国様に媚びてた,irony
火力発電メインの国でEV走らせたところでエコにもSDGsにも程遠い,irony
バズりたくてTiktokやったけど全然伸びなかった元カノと面白い音源があったから動画だしたらバズった自分,irony
琵琶語りの読み取れる情報量が文字情報だとすごいわかりやすく音じゃなくて文字だから腕塚の身分だけが正しさ,irony
Black Rainというタイトルの新曲を、NYにあるチェルシーホテルと同名の箱で披露する,irony
"しあちゃんの応援は自分にとって機会をあたえてもらった仕事（ドライな意味合はない）だった　させられではない自らしたいものだった

先に挙げたボラ活が立続けに続行できなくなり失意だったわいにとって　さらなる追い討ちだった
真の仕事と言っても自分の及ばぬところでいきなり失職する",irony
大東亜共栄圏の精神は、中国共産党が引き継いでいる,irony
全てがお前用につくられた身だよ,irony
千変万化たる森羅万象の背後に永遠普遍の存在を観る,irony
システムボロくそ言われてるテンペストとレジェンディアが比較的重たくなく割と初心者向けではある,irony
"宝石の国  85話感想 

実は○○○○○○○○○○○○○○のフォスよりも○○○○○○○○○○○○○○○○○○○○○○○○",irony
今更だが来る大学ミスったなぁ、福祉の学部に来て学んだことが自分は福祉に向いてないってことって…,irony
このセリフすき 自分のことも監督生のことも馬鹿にしてる諸刃の剣なところが 魔法が使えない監督生が自分より下だと思う発言みたいに見えるけど、魔法が使えなくても君は今生きていけてるんだな、,irony
お遍路の四国でも、歩き遍路は贅沢遍路、お金と時間と健康がなきゃ出来ないから,irony
この記事書いた朝日新聞が、随分日本人の対外ステレオタイプイメージを悪くするのに加担してきたメディアだ,irony
兄弟3人で、どころか最初はたった一人で始めた小さな家族のお店が、いつの間にか家族の手も届かない何かになっていて、家族のものでは無くなったその何かが崩れ落ちていく時に、その名前が「リーマン兄弟」だった,irony
っていうかウッディ以外はそれなりに大切にしてることを思うと、アンディ、やっぱりウッディ大学に連れてった方がよかったのでは？と結果論としては思ってしまう,irony
"宝石の国読みました。
周りから疎まれ、社会的役割を持たない宝石が人間になる",irony
"面白い記事でした。

「2005年頃、若者の恋愛やセックスが増えても、婚姻は増えなかったというのは",irony
足立透のおかげで青春ができた,irony
大会のライバルは毎回固定,irony
王林ちゃん大喜利で大暴れなのにその様子は青森の人は見れない,irony
"庄内日帰りはきっつい年齢になったなと思いつつ、一眠りしたあとにワークアウト。
いつもより調子良くポンポン挙がる",irony
"1968年に公開された猿の惑星。生まれるずっと前。
見ざる言わざるが米映画に出てくる面白いシーン。
じゃなくて、宗教に偏ると公平であるべき司法も偏った判決になる。昔のヒトが辿った歴史を、やはり未来に高等な文化を持つまでに進化したサルも同じくやらかしてしまう",irony
"探しに行く気も無いけど、今放送中のIPPON女子グランプリを受けた ""日向坂アンチ"" による滑稽な「日向坂メンバーを出せ!!」",irony
再エネ志向が強くなったことで、日本が停電大国になろうとしている,irony
"なんか権力を行使してる感を感じるには、何かを規制することが手っ取り早いですからね。

そう言った権力家の原始的な欲求を戒めるために、杜撰な権力行使は戒められなければならない",irony
節電ポイントについて、もう1つ思ったのは、本当に電気に依存していない生活をしていて、テレビもネットも見ず、新聞も見ていない人がいたら節電ポイントの存在自体を知らないままなんじゃないか,irony
良い子はみんなご褒美がもらえる、,irony
今となっては、高性能グラボは巨大すぎて自重で反るから、それを防止するためにVGAサポートステイが必須になっている,irony
